player_id,name,team_id,team_name,total_match,innings,total_wickets,balls,highest_wicket,economy,SR,maidens,avg,runs,bowling_style,overs,dot_balls
33987148,Shery Ahmed,7437045,Hawk Hunters,4,3,2,30,2,4.20,15.00,0,10.5,21,Right-arm medium,5.0,17
27923257,Girish Menon,6269379,TGS Rising Challengers,3,2,2,18,1,4.67,9.00,0,7,14,Right-arm medium,3.0,8
4539374,Rohit Arora,806595,Juggernaut Cricket Club,2,2,2,24,2,5.00,12.00,0,10,20,Right-arm medium,4.0,15
31627748,Aakash Parmar,4220557,TSGN Royal Warriors,3,3,2,36,1,5.00,18.00,0,15,30,Right-arm fast,6.0,20
14963258,Vishal,2623314,TSV Darmstadt United,3,3,2,36,1,5.17,18.00,0,15.5,31,Right-arm fast,6.0,21
38541684,Lavnish Sharma,7356382,SPVGG Dragons,2,2,2,18,1,6.00,9.00,0,9,18,Right-arm medium,3.0,9
31950753,Saed Ashrati,2114868,SVS Frankfurt Eagles,2,2,2,24,2,6.00,12.00,0,12,24,Right-arm medium,4.0,14
31921724,Zamir Hasan,7442593,AMU Sultans,3,3,2,36,2,6.50,18.00,0,19.5,39,Right-arm medium,6.0,22
32060897,Rajesh Bura,3642022,FCC Friends XI,4,3,2,25,1,6.72,12.50,0,14,28,Right-arm medium,4.1,16
5657914,Manoop Gopalan,9428609,Hanau Pioneers,1,1,2,12,2,7.00,6.00,0,7,14,Right-arm fast,2.0,8
31742571,Venkatesh Sanem,6290732,TSV Frankfurt Garuda,3,1,2,12,2,7.50,6.00,0,7.5,15,Right-arm medium,2.0,6
31775739,Siddhesh Patil,9491502,Mighty Titans,3,1,2,12,2,7.50,6.00,0,7.5,15,Right-arm medium,2.0,8
36328396,Abhiman Gaurav,9491502,Mighty Titans,2,2,2,12,2,7.50,6.00,0,7.5,15,Right-arm medium,2.0,7
38929971,Akash Muthanna,9435425,SG Malchen,3,2,2,24,1,7.50,12.00,0,15,30,Right-arm medium,4.0,12
31707141,Ahtasham Kang,7424272,Freizeit CC,3,3,2,18,1,7.67,9.00,0,11.5,23,Right-arm fast,3.0,10
23665358,Balaji Ramaraj,6290732,TSV Frankfurt Garuda,3,3,2,36,1,8.17,18.00,0,24.5,49,Right-arm medium,6.0,13
38610262,Rakesh Chilveri,7424272,Freizeit CC,2,2,2,18,1,8.33,9.00,0,12.5,25,Right-arm medium,3.0,9
3278437,Iniyan Panneerselvan,430654,Royal Strikers FFM,3,3,2,30,2,9.00,15.00,0,22.5,45,Right-arm medium,5.0,11
12768994,Ravi Maheshwari,2204871,MSC Black Bears,3,3,2,36,1,9.00,18.00,0,27,54,Right-arm medium,6.0,15
39006591,Hamadh Khan,7415121,MSC Achievers 11,3,3,2,36,1,9.00,18.00,1,27,54,Left-arm fast,6.0,21
32195477,Saif Ur Rehman,7442593,AMU Sultans,4,4,2,42,1,9.00,21.00,0,31.5,63,Right-arm fast,7.0,18
28007361,Yogesh Dhariyal,6290732,TSV Frankfurt Garuda,3,3,2,36,1,9.17,18.00,0,27.5,55,Right-arm fast,6.0,16
23269799,Nikhil Sharma,7437045,Hawk Hunters,2,2,2,18,2,9.33,9.00,0,14,28,Left-arm medium,3.0,11
31976623,Asad Shinwari,2114868,SVS Frankfurt Eagles,7,2,2,18,2,9.33,9.00,0,14,28,Right-arm medium,3.0,7
11053192,Deep Shah,7424272,Freizeit CC,3,3,2,36,2,9.33,18.00,0,28,56,Right-arm fast,6.0,12
3278586,Chirag Oberoi,806595,Juggernaut Cricket Club,4,4,2,42,1,9.71,21.00,0,34,68,Right-arm medium,7.0,15
31838682,Rashid Ahamd,9436054,RCB,3,3,2,30,1,9.80,15.00,0,24.5,49,Right-arm medium,5.0,14
36478281,Amal P S,1517508,Frankfurt Spartans Cricket Club,4,2,2,12,2,10.00,6.00,1,10,20,Right-arm fast,2.0,7
5657923,Hari P,7415125,Sulzbach XI,3,3,2,30,1,10.00,15.00,0,25,50,Right-arm medium,5.0,17
32648997,Avinash Kolagunda Chandrashekar,9435425,SG Malchen,3,3,2,30,2,10.40,15.00,0,26,52,Right-arm medium,5.0,12
22371420,Ravi Gangula Dbag,4674227,BlueWings,3,3,2,24,2,10.50,12.00,0,21,42,Right-arm fast,4.0,11
10263095,Khandaker Mosaddik Bin Hafiz,8007462,SV Tigers am Main,3,3,2,24,2,10.75,12.00,0,21.5,43,Right-arm fast,4.0,8
16115282,Shamil,6941365,Karlsruhe Knights,4,3,2,30,1,11.00,15.00,0,27.5,55,Right-arm fast,5.0,12
27925432,Neelam Nagaraj,430802,Tgs Indian Challengers,5,2,2,14,2,11.57,7.00,0,13.5,27,Right-arm medium,2.2,6
22378241,Raju Palakurla,4674227,BlueWings,3,3,2,30,2,11.80,15.00,0,29.5,59,Right-arm fast,5.0,13
31713304,Imran Ahmed,7442593,AMU Sultans,2,2,2,12,2,12.00,6.00,0,12,24,Right-arm fast,2.0,5
938583,Chandan Kumar Pradhan,7437938,FalconsXI,4,2,2,9,2,12.67,4.50,0,9.5,19,Right-arm medium,1.3,5
4871145,Lalit Sharma,806595,Juggernaut Cricket Club,4,3,2,18,1,12.67,9.00,0,19,38,Right-arm medium,3.0,5
31980910,Het Naik,9435425,SG Malchen,3,2,2,17,2,13.06,8.50,0,18.5,37,Right-arm medium,2.5,8
15217646,Umashankar,4674227,BlueWings,3,2,2,16,1,13.50,8.00,0,18,36,Right-arm fast,2.4,5
28426736,Khalid Mohammed,2114868,SVS Frankfurt Eagles,5,2,2,18,2,15.00,9.00,0,22.5,45,Right-arm medium,3.0,5
31769244,Bhim Reddy,9435425,SG Malchen,3,3,2,25,2,15.60,12.50,0,32.5,65,Right-arm medium,4.1,11
5632288,Baharul,8007462,SV Tigers am Main,2,2,2,12,1,16.00,6.00,0,16,32,Right-arm fast,2.0,4
36347700,Amogh K,9491502,Mighty Titans,3,3,2,24,1,17.25,12.00,0,34.5,69,Right-arm medium,4.0,6
12822789,Anish Sachdeva,3793721,Trebur Cricket Club,4,1,1,6,1,1.00,6.00,0,1,1,Right-arm medium,1.0,5
38610196,Premjit,7437938,FalconsXI,4,1,1,4,1,1.50,4.00,0,1,1,Right-arm medium,0.4,3
27926390,Abdul Waseh Khawaja,430802,Tgs Indian Challengers,3,3,1,36,1,3.00,36.00,0,18,18,Right-arm fast,6.0,19
38718499,Gowtham Thotapalli,3642022,FCC Friends XI,5,1,1,12,1,4.50,12.00,0,9,9,-,2.0,8
31627751,Suhas Rao,9435425,SG Malchen,3,1,1,6,1,5.00,6.00,0,5,5,Right-arm medium,1.0,4
27958100,Charles Vincent,1517508,Frankfurt Spartans Cricket Club,3,2,1,12,1,5.00,12.00,0,10,10,Right-arm Leg Break,2.0,8
31707540,Shashank Chalak,9304922,Wetzlar Sixers,4,2,1,12,1,5.00,12.00,0,10,10,Right-arm medium,2.0,6
3277609,Baskar Ayyappa,3793721,Trebur Cricket Club,4,2,1,18,1,5.67,18.00,0,17,17,Right-arm medium,3.0,8
12342906,Rahul Shinde,9390582,TSGN Royal Lions,3,2,1,24,1,5.75,24.00,0,23,23,Right-arm medium,4.0,17
32000843,Umer Pthn 2n Rcb,9436054,RCB,3,3,1,24,1,6.00,24.00,0,24,24,Right-arm fast,4.0,12
31632779,Manik Roy,9435425,SG Malchen,3,2,1,18,1,6.33,18.00,0,19,19,Right-arm fast,3.0,9
12798662,Vasanth Ramar,7424272,Freizeit CC,3,3,1,36,1,6.33,36.00,0,38,38,Right-arm medium,6.0,19
19059369,Noman Raja,7437045,Hawk Hunters,4,1,1,12,1,6.50,12.00,0,13,13,Right-arm medium,2.0,7
11059267,Abhilash,7440693,TSV Darmstadt XI,2,1,1,6,1,7.00,6.00,0,7,7,Right-arm fast,1.0,4
765882,Shibin,1517508,Frankfurt Spartans Cricket Club,4,4,1,38,1,7.26,38.00,0,46,46,Right-arm fast,6.2,19
31709761,Rushikesh Ravindra Yadav,7440693,TSV Darmstadt XI,7,3,1,18,1,7.33,18.00,0,22,22,Right-arm medium,3.0,7
4875522,Pranjal Sharma,806595,Juggernaut Cricket Club,4,3,1,13,1,7.38,13.00,0,16,16,Right-arm fast,2.1,5
31775813,Virender Singh Sahu,9491502,Mighty Titans,2,2,1,12,1,7.50,12.00,0,15,15,Right-arm medium,2.0,2
5894321,Atiq Awan,3642022,FCC Friends XI,5,2,1,3,1,8.00,3.00,0,4,4,Right-arm medium,0.3,2
3281686,Vamsi Sreevuru,3642022,FCC Friends XI,3,2,1,12,1,8.00,12.00,0,16,16,Right-arm fast,2.0,6
29807641,Abdul Waseh Khawaja,430802,Tgs Indian Challengers,2,1,1,12,1,8.00,12.00,0,16,16,Right-arm fast,2.0,6
20712849,Shubham Bhatt,4220557,TSGN Royal Warriors,3,3,1,36,1,8.33,36.00,0,50,50,Right-arm medium,6.0,16
38869455,Kajen Pforzheim,6941365,Karlsruhe Knights,3,3,1,30,1,8.60,30.00,1,43,43,Right-arm medium,5.0,15
27911427,Tushar Benke,806595,Juggernaut Cricket Club,4,4,1,46,1,8.74,46.00,0,67,67,Left-arm medium,7.4,18
21938341,Roshan,7415125,Sulzbach XI,3,1,1,12,1,9.00,12.00,0,18,18,Right-arm medium,2.0,4
31713336,Zeeshan Alam,7442593,AMU Sultans,1,1,1,12,1,9.00,12.00,0,18,18,Right-arm fast,2.0,6
10359969,Amanullah Khan,9434097,Darebulls,3,3,1,30,1,9.00,30.00,0,45,45,Right-arm fast,5.0,14
10384575,Lalitesh,7424272,Freizeit CC,3,3,1,24,1,9.25,24.00,0,37,37,Right-arm Off Break,4.0,7
27966622,Sadam Zadran,7437045,Hawk Hunters,2,2,1,24,1,9.50,24.00,0,38,38,Right-arm fast,4.0,11
30491637,Fahim Talukdar,8007462,SV Tigers am Main,3,2,1,24,1,9.50,24.00,0,38,38,Right-arm Off Break,4.0,7
22157027,Samuel Ajay Dasgupta,430654,Royal Strikers FFM,4,2,1,18,1,10.00,18.00,0,30,30,Right-arm Off Break,3.0,5
4467796,Mukul B,9436054,RCB,3,3,1,30,1,10.00,30.00,0,50,50,Right-arm fast,5.0,12
578529,Vinod Iyer,6269379,TGS Rising Challengers,3,3,1,30,1,10.20,30.00,0,51,51,Slow left-arm chinaman,5.0,11
13489587,Gowthamraj Selvaraj,430654,Royal Strikers FFM,1,1,1,12,1,11.00,12.00,0,22,22,Right-arm medium,2.0,8
27926882,Sumit Revankar,6269379,TGS Rising Challengers,2,2,1,12,1,11.00,12.00,0,22,22,Right-arm medium,2.0,2
32060815,Hari Bandi,3642022,FCC Friends XI,2,2,1,18,1,11.00,18.00,0,33,33,Right-arm medium,3.0,6
39037388,Jitendra Balwada,9436054,RCB,3,3,1,26,1,11.08,26.00,0,48,48,Right-arm medium,4.2,12
53859,Krunal Raval,9434097,Darebulls,3,3,1,30,1,11.20,30.00,0,56,56,Right-arm medium,5.0,12
1311968,Shantanu Dutta,3642022,FCC Friends XI,3,1,1,6,1,12.00,6.00,0,12,12,Right-arm medium,1.0,1
3260937,Arpit Jain,9390582,TSGN Royal Lions,3,1,1,6,1,12.00,6.00,0,12,12,Right-arm medium,1.0,3
30369007,Shubham Thakur,9434097,Darebulls,3,2,1,12,1,12.00,12.00,0,24,24,Right-arm medium,2.0,5
31742086,Ramgopal Balijepalli,430654,Royal Strikers FFM,4,2,1,15,1,12.40,15.00,0,31,31,Right-arm medium,2.3,3
21557309,Kailash Kant Swarnkar,7415121,MSC Achievers 11,3,3,1,36,1,12.83,36.00,0,77,77,Right-arm fast,6.0,12
31700130,Sarathi Kumar,7415121,MSC Achievers 11,3,1,1,6,1,13.00,6.00,0,13,13,Right-arm medium,1.0,2
31950532,Rizwan Khan,2114868,SVS Frankfurt Eagles,5,3,1,24,1,13.00,24.00,0,52,52,Right-arm medium,4.0,9
12822690,Ali Syed,6269379,TGS Rising Challengers,2,2,1,23,1,13.04,23.00,0,50,50,Right-arm medium,3.5,9
31708546,Zeesan Ahmed,7437938,FalconsXI,4,3,1,18,1,13.67,18.00,0,41,41,Right-arm fast,3.0,9
28329910,Irfan Muhammad,7437938,FalconsXI,3,3,1,18,1,14.00,18.00,0,42,42,Right-arm medium,3.0,8
26421588,Priyank,9491502,Mighty Titans,3,3,1,32,1,14.81,32.00,0,79,79,Right-arm medium,5.2,11
18388331,Komal Theja,3642022,FCC Friends XI,2,1,1,6,1,15.00,6.00,0,15,15,Right-arm fast,1.0,3
31976575,Khalid Khan,9434097,Darebulls,3,1,1,6,1,15.00,6.00,0,15,15,Right-arm fast,1.0,1
38093821,Hannan,7442593,AMU Sultans,4,1,1,12,1,15.00,12.00,0,30,30,-,2.0,5
2944837,Mandeep Singh Sandhu,7437045,Hawk Hunters,4,1,1,12,1,18.00,12.00,0,36,36,Right-arm fast,2.0,5
33436899,Peter Paul,7989971,Mainz Cricket Club,3,3,1,30,1,18.40,30.00,0,92,92,Right-arm medium,5.0,7
20338014,Tanmay Gorad,2623314,TSV Darmstadt United,1,1,1,6,1,20.00,6.00,0,20,20,Left-arm medium,1.0,1
298478,Narender Yadav,1517508,Frankfurt Spartans Cricket Club,3,1,0,6,0,2.00,0.00,0,0,2,Right-arm medium,1.0,6
31919159,Barkat Ali,7437045,Hawk Hunters,1,1,0,12,0,5.00,0.00,0,0,10,Right-arm medium,2.0,5
22372457,Bharath Mukunda,4674227,BlueWings,3,1,0,6,0,6.00,0.00,0,0,6,Right-arm medium,1.0,4
33529029,Adeel Musadiq,7437938,FalconsXI,1,1,0,6,0,6.00,0.00,0,0,6,Right-arm medium,1.0,3
3278425,Nirmalbaskar,430654,Royal Strikers FFM,4,1,0,6,0,7.00,0.00,0,0,7,Right-arm fast,1.0,4
5661111,Guru Gadiwaddar,3793721,Trebur Cricket Club,1,1,0,12,0,7.50,0.00,0,0,15,Right-arm medium,2.0,4
38212866,Mayank Panchal,9390582,TSGN Royal Lions,3,3,0,30,0,7.80,0.00,0,0,39,Left-arm medium,5.0,19
10104777,Sainava Teja,430802,Tgs Indian Challengers,4,2,0,18,0,8.00,0.00,0,0,24,Right-arm medium,3.0,7
3319861,Atharva More(om),9434097,Darebulls,3,1,0,6,0,9.00,0.00,0,0,9,Right-arm fast,1.0,3
5828523,Kuncham Manojkumar,6290732,TSV Frankfurt Garuda,3,3,0,30,0,9.00,0.00,0,0,45,Right-arm medium,5.0,14
12803324,Lovdeep Gothra,7437045,Hawk Hunters,5,1,0,12,0,9.00,0.00,0,0,18,Right-arm medium,2.0,4
5478464,Tom Thomas,1517508,Frankfurt Spartans Cricket Club,1,1,0,6,0,10.00,0.00,0,0,10,Right-arm medium,1.0,4
23875328,Akhil Thomas,2114868,SVS Frankfurt Eagles,2,1,0,6,0,10.00,0.00,0,0,10,Right-arm fast,1.0,2
28329959,Ali Raza,7437938,FalconsXI,1,1,0,6,0,10.00,0.00,0,0,10,Right-arm fast,1.0,2
31005552,Nithin Kumar,6941365,Karlsruhe Knights,1,1,0,6,0,10.00,0.00,0,0,10,Right-arm fast,1.0,1
31827025,Indeerjeet Singh,6290732,TSV Frankfurt Garuda,1,1,0,6,0,10.00,0.00,0,0,10,Right-arm medium,1.0,3
13504911,Muneeb Ullah,3793721,Trebur Cricket Club,4,2,0,18,0,10.67,0.00,0,0,32,Right-arm fast,3.0,3
38484035,Devang Odedra,9390582,TSGN Royal Lions,2,1,0,5,0,10.80,0.00,0,0,9,Right-arm medium,0.5,1
38681958,Raheel Goldstein Cric,7437938,FalconsXI,1,1,0,12,0,11.50,0.00,0,0,23,Left-arm medium,2.0,3
3056241,Shubham Kalra,9434097,Darebulls,3,2,0,18,0,11.67,0.00,0,0,35,Right-arm medium,3.0,5
26400435,Shaik Maqsood,9491502,Mighty Titans,3,3,0,18,0,11.67,0.00,0,0,35,Right-arm Off Break,3.0,3
37943331,Khan Ikram,9304922,Wetzlar Sixers,6,1,0,6,0,12.00,0.00,0,0,12,Right-arm Off Break,1.0,1
31779491,Sujish Suresh Kumar,9491502,Mighty Titans,2,2,0,12,0,12.50,0.00,0,0,25,-,2.0,3
22213510,Vishvajeet Tandale,7415125,Sulzbach XI,3,2,0,18,0,12.67,0.00,0,0,38,Right-arm medium,3.0,7
839464,Harender Crick,6941365,Karlsruhe Knights,3,1,0,6,0,13.00,0.00,0,0,13,Right-arm medium,1.0,1
28041893,Vivek Purohit,7437045,Hawk Hunters,2,1,0,6,0,13.00,0.00,0,0,13,Right-arm medium,1.0,3
31709679,Gurjinder Singh,7437045,Hawk Hunters,3,1,0,6,0,13.00,0.00,0,0,13,Left-arm fast,1.0,2
