player_id,name,team_id,team_name,total_match,innings,total_wickets,balls,highest_wicket,economy,SR,maidens,avg,runs,bowling_style,overs,dot_balls
3275003,Komal Theja Yedam,10472983,FCC Friends XI,4,4,11,0,5,0.00,0.00,0,6.73,74,Right-arm medium,0.0,43
27869378,Prasoon Verma,1517508,Frankfurt Spartans Cricket Club,6,6,11,0,3,0.00,0.00,0,10.09,111,Right-arm fast,0.0,57
5478464,Tom Thomas,1517508,Frankfurt Spartans Cricket Club,6,6,10,0,3,0.00,0.00,0,10.5,105,Right-arm medium,0.0,69
2109393,Anirudh Rao,10472983,FCC Friends XI,4,4,9,0,3,0.00,0.00,0,9.89,89,Right-arm fast,0.0,44
31710212,Karthik Kasula,7437045,Hawk Hunters,5,5,9,0,3,0.00,0.00,0,12.78,115,Right-arm fast,0.0,41
2739090,Bhavani Sankar,7440693,TSV Darmstadt XI,4,4,8,0,3,0.00,0.00,0,9.25,74,Right-arm medium,0.0,35
41679049,Tanveer,6591085,TSGN Mavericks,3,3,8,0,4,0.00,0.00,0,10,80,Right-arm fast,0.0,26
31696185,Sushanth Gandepalli,2623314,TSV Darmstadt United,4,4,8,0,3,0.00,0.00,0,12,96,Right-arm medium,0.0,42
19059369,Noman Raja,7437045,Hawk Hunters,6,5,8,0,2,0.00,0.00,0,12.25,98,Right-arm medium,0.0,46
765882,Shibin,1517508,Frankfurt Spartans Cricket Club,6,6,8,0,2,0.00,0.00,0,16.5,132,Right-arm fast,0.0,59
14946054,Tud Rhythm Chauhan,2623314,TSV Darmstadt United,3,3,7,0,4,0.00,0.00,0,7.57,53,Left-arm medium,0.0,37
33987148,Shery Ahmed,7437045,Hawk Hunters,6,5,7,0,2,0.00,0.00,0,16.71,117,Right-arm medium,0.0,49
28523657,Nikhil Narottam,6269379,TGS Rising Challengers,3,3,6,0,4,0.00,0.00,0,5.5,33,Right-arm medium,0.0,23
31708287,Sai Krishna Reddy Guntaka,7440693,TSV Darmstadt XI,3,3,6,0,4,0.00,0.00,0,6.17,37,Right-arm fast,0.0,22
13504911,Muneeb Ullah,3793721,Trebur Cricket Club,3,3,6,0,3,0.00,0.00,0,7.5,45,Right-arm fast,0.0,19
1144069,Rajasekhar,4220352,TSGN Titans,3,3,6,0,3,0.00,0.00,0,9.5,57,Right-arm medium,0.0,22
12342906,Rahul Shinde,9390582,TSGN Royal Lions,3,3,6,0,3,0.00,0.00,0,12.5,75,Right-arm medium,0.0,32
3274991,Raviteja Manam,10472983,FCC Friends XI,4,4,6,0,3,0.00,0.00,0,14.5,87,Right-arm fast,0.0,40
20719379,Mihir Gohel,4220557,TSGN Royal Warriors,5,5,6,0,2,0.00,0.00,0,18.5,111,Left-arm medium,0.0,33
32089504,Sahil Verma,2623314,TSV Darmstadt United,4,4,6,0,2,0.00,0.00,0,20.17,121,Right-arm medium,0.0,35
3281202,Miral Gajjar,1517508,Frankfurt Spartans Cricket Club,5,5,6,0,4,0.00,0.00,0,21.5,129,Left-arm medium,0.0,37
20727587,Imtiaz Malik,6591085,TSGN Mavericks,2,2,5,0,4,0.00,0.00,0,3,15,Right-arm medium,0.0,25
3422841,Raj,4220352,TSGN Titans,2,2,5,0,5,0.00,0.00,0,6.2,31,Right-arm Leg Break,0.0,13
