player_id,name,team_id,team_name,total_match,catches,caught_behind,run_outs,assist_run_outs,stumpings,caught_and_bowl,total_catches,total_dismissal
38213103,Indrajeet Rajput,9390582,TSGN Royal Lions,7,0,20,0,1,0,0,20,20
20719400,Aamod Kulkarni,4220557,TSGN Royal Warriors,7,0,13,1,1,0,0,13,14
12791022,Chandrashekar Umapathi,7356382,SPVGG Dragons,6,0,9,0,0,1,0,9,10
20843255,Harsh Patel,4220557,TSGN Royal Warriors,7,2,0,5,0,0,0,2,7
12342906,Rahul Shinde,9390582,TSGN Royal Lions,4,6,0,0,0,0,0,6,6
5502863,Bharat Bandaru,4220352,TSGN Titans,6,3,2,0,0,0,0,5,5
29718658,Shivakumar Hm,4220352,TSGN Titans,4,3,0,0,0,0,1,4,4
38218709,Chirag Kankariya,9390582,TSGN Royal Lions,4,2,1,1,0,0,0,3,4
4053753,Krupal,4220352,TSGN Titans,5,1,3,0,0,0,0,4,4
6099684,Sagar Rajguru,4220352,TSGN Titans,5,4,0,0,0,0,0,4,4
29263251,Dhawal Patel,4220557,TSGN Royal Warriors,5,4,0,0,0,0,0,4,4
31638527,Manoj Shukla,7392287,DCC Rising Stars,5,2,0,0,0,0,2,4,4
2607432,Ankur Tyagi,7356382,SPVGG Dragons,6,2,2,0,1,0,0,4,4
11066263,H Pavan Kumar,7356382,SPVGG Dragons,6,3,0,1,0,0,0,3,4
20712849,Shubham Bhatt,4220557,TSGN Royal Warriors,6,3,0,1,1,0,0,3,4
31982831,Anoop Kiran,7356382,SPVGG Dragons,6,4,0,0,0,0,0,4,4
12423573,Rishi,4220557,TSGN Royal Warriors,7,4,0,0,0,0,0,4,4
20800224,Parth Patel,4220557,TSGN Royal Warriors,1,3,0,0,0,0,0,3,3
22988788,Ahsen Eltville,6591085,TSGN Mavericks,1,2,0,0,0,0,1,3,3
31638541,Gali Venkat,7392287,DCC Rising Stars,1,3,0,0,0,0,0,3,3
38510936,Raghunath Reddy Y,7392287,DCC Rising Stars,2,0,3,0,0,0,0,3,3
744616,Navin Dhamecha,7356382,SPVGG Dragons,3,3,0,0,0,0,0,3,3
20713664,Deepak Lamba,7392287,DCC Rising Stars,3,1,2,0,0,0,0,3,3
31627777,Nipun K,7392287,DCC Rising Stars,4,2,0,1,0,0,0,2,3
31646616,Abhishek Thula,7392287,DCC Rising Stars,4,2,0,1,1,0,0,2,3
457747,Viraj Shah,4220557,TSGN Royal Warriors,5,3,0,0,0,0,0,3,3
3277735,Ankit Joshi,4220352,TSGN Titans,5,1,0,1,1,0,1,2,3
31639860,Kaushik Sekar,7392287,DCC Rising Stars,5,2,0,1,0,0,0,2,3
38211959,Kuldeep Choudhary,9390582,TSGN Royal Lions,5,3,0,0,0,0,0,3,3
3422841,Raj,4220352,TSGN Titans,6,1,0,0,0,0,2,3,3
20719379,Mihir Gohel,4220557,TSGN Royal Warriors,6,2,0,0,0,0,1,3,3
29061009,Susheel Amingad,7356382,SPVGG Dragons,6,2,0,1,0,0,0,2,3
31627748,Aakash Parmar,4220557,TSGN Royal Warriors,6,2,0,1,0,0,0,2,3
31708712,Vignesh Wk,4220352,TSGN Titans,6,1,2,0,0,0,0,3,3
